Title,Company,Min. Years of Exp. Required,Fresh Grad/Less Exp.,Location,Classification,Salary,Posted Date,Job ID,URL
Testing Manager,Green Light PS Pty Ltd,1,False,"Kowloon City, Kowloon City District",Information & Communication Technology,Competitive (SGD),2024-07-03 07:00:00,76974831,https://hk.jobsdb.com/job/76974831
Quality Assurance Engineer,Crypto.com,2,False,"Admiralty, Central and Western District","Manufacturing, Transport & Logistics",,2024-07-04 07:00:00,77022399,https://hk.jobsdb.com/job/77022399
Software Engineer,Shui On Building Contractors Ltd,5,False,Yau Tsim Mong District,Information & Communication Technology,,2024-07-10 07:00:00,77151879,https://hk.jobsdb.com/job/77151879
Senior Quality Assurance Officer,Moov,3,False,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-07-03 07:00:00,76979622,https://hk.jobsdb.com/job/76979622
Senior Systems Analyst / Senior Software Engineer - Generative AI or/& Fullstack,EAB Systems (Hong Kong) Ltd,5,False,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-07-09 07:00:00,77106059,https://hk.jobsdb.com/job/77106059
Senior QA Engineer / Assistant QA Manager - toys,Eternity Consultants (HK) Ltd,6,False,Hong Kong,Engineering,,2024-07-09 07:00:00,77126573,https://hk.jobsdb.com/job/77126573
Senior QA Engineer (Leading E-commerce Platform),**Private,5,False,Sha Tin District,Information & Communication Technology,,2024-06-26 07:00:00,76818366,https://hk.jobsdb.com/job/76818366
Test Engineer / Engineer Trainee (Electrical & Electronic),SGS Hong Kong Limited,,True,"Kowloon Bay, Kwun Tong District",Engineering,,2024-07-16 07:00:00,77289202,https://hk.jobsdb.com/job/77289202
"System Engineer, ICT Infrastructure Service Team",ASMPT Technology Hong Kong Limited,3,False,"Tsing Yi, Kwai Tsing District",Information & Communication Technology,,2024-07-03 07:00:00,76978636,https://hk.jobsdb.com/job/76978636
Senior QA Engineer / Assistant QA Manager,MGA Entertainment (H.K.) Ltd,5,False,"Tsim Sha Tsui, Yau Tsim Mong District","Manufacturing, Transport & Logistics",,2024-07-10 07:00:00,77155009,https://hk.jobsdb.com/job/77155009
Senior Developer,METRO Sourcing International Limited,5,False,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-07-09 07:00:00,77112084,https://hk.jobsdb.com/job/77112084
Analyst Programmer/ Programmer (Web/ Mobile),A&A Limited,3,False,Kwun Tong District,Information & Communication Technology,,2024-06-28 07:00:00,76866845,https://hk.jobsdb.com/job/76866845
"QA Engineer / Specialist (eCommerce, Perm, 40k)",Recruit Logic Limited,1,False,"Shek Mun, Sha Tin District",Information & Communication Technology,,2024-06-22 07:00:00,76325633,https://hk.jobsdb.com/job/76325633
